id,player_name,games,time,goals_season,xG_season,assists_season,xA_season,shots_season,key_passes_season,yellow_cards,red_cards,position,team_title,npg_season,npxG_season,xGChain,xGBuildup,season
714,Gylfi Sigurdsson,32,2721,7,5.177992150187492,10,8.45131066069007,67,73,2,0,F M,Swansea,7,5.177992150187492,15.548746209591627,7.1168532548472285,2014
717,Bafétimbi Gomis,31,1619,7,7.497833965346217,0,0.8869195282459259,69,13,0,0,F S,Swansea,7,7.497833965346217,7.254535458050668,1.5422124341130257,2014
770,Ayoze Pérez,36,2369,7,5.746194876730442,0,2.9009934663772583,61,28,0,0,F M S,Newcastle United,7,5.746194876730442,9.56750475242734,3.019625613465905,2014
873,Charlie Adam,29,1482,7,3.4077700218185782,1,2.649148855358362,62,33,5,0,M S,Stoke,6,2.646601184271276,6.183591176755726,3.741002993658185,2014
882,Glenn Murray,17,859,7,9.534016601741314,3,1.5268458230420947,38,7,3,1,F S,Crystal Palace,6,8.011715702712536,5.48577272053808,0.8191248010843992,2014
965,Santiago Cazorla,37,2999,7,10.590722324326634,11,9.755179909989238,93,78,5,0,M S,Arsenal,1,6.023709328845143,24.65783429890871,16.913314290344715,2014
504,Aaron Ramsey,29,2013,6,6.636925790458918,6,5.299688201397657,63,47,6,0,M S,Arsenal,6,6.636925790458918,16.72075515240431,8.166224788874388,2014
514,Jason Puncheon,37,2823,6,2.7942801611498,7,5.30593179538846,65,65,7,1,F M S,Crystal Palace,6,2.7942801611498,8.855646732263267,4.623076220043004,2014
552,Ander Herrera,26,1877,6,2.0372265269979835,4,2.1199880270287395,37,26,6,0,M S,Manchester United,6,2.0372265269979835,11.650218524038792,8.672010965645313,2014
605,Jordan Henderson,37,3253,6,4.294427355751395,9,6.793562995269895,50,67,6,0,M S,Liverpool,5,3.533258492127061,16.310876918956637,8.795097372494638,2014
630,Marouane Fellaini,27,1824,6,5.314917840063572,0,1.1519180983304975,36,21,5,1,M S,Manchester United,6,5.314917840063572,9.252811420708897,4.703867077827454,2014
692,Oscar,28,2072,6,6.5403791926801205,8,5.224342029541731,72,37,5,0,F M S,Chelsea,6,6.5403791926801205,15.803945265710354,7.14996306411922,2014
711,Leroy Fer,29,2375,6,5.116700017824769,2,3.586207873187959,54,48,4,0,M S,Queens Park Rangers,6,5.116700017824769,10.680140810087323,4.38906722702086,2014
824,Steven Naismith,31,2051,6,3.948357157409191,0,1.9437066242098808,33,25,8,0,F M S,Everton,6,3.948357157409191,7.202266559004784,2.953010508790612,2014
890,Gabriel Agbonlahor,34,2698,6,5.630619659088552,1,1.5529494481161237,53,16,7,1,F S,Aston Villa,6,5.630619659088552,8.03916365839541,1.656528471969068,2014
1712,Stewart Downing,37,3315,6,4.136291523464024,8,6.626502505969256,70,85,3,0,F M,West Ham,6,4.136291523464024,13.642641877755525,7.3311774879693985,2014
4418,Frank Lampard,32,958,6,4.004464738070965,1,0.9529220014810562,32,15,1,0,M S,Manchester City,6,4.004464738070965,11.03933526854962,7.293270911090076,2014
486,Adam Lallana,27,1802,5,4.768366973847151,3,3.141797695308924,38,33,4,0,F M S,Liverpool,5,4.768366973847151,10.234401380643249,4.900887405499816,2014
488,Philippe Coutinho,35,2810,5,4.376544035039842,5,5.527065984904766,103,59,3,0,F M S,Liverpool,5,4.376544035039842,13.680517992004752,7.004489665850997,2014
489,James Milner,32,1732,5,5.722100425511599,7,4.971144262701273,39,52,6,0,F M S,Manchester City,5,5.722100425511599,15.702087476849556,8.751346262171865,2014
503,Theo Walcott,14,427,5,5.347009994089603,0,0.4013859927654266,23,4,0,0,F M S,Arsenal,5,5.347009994089603,5.9333066791296005,0.6996185854077339,2014
515,Mile Jedinak,24,2092,5,3.902254626620561,3,0.99168283585459,31,14,3,1,M,Crystal Palace,2,1.6187480636872351,3.5401348993182182,2.9935822002589703,2014
519,Connor Wickham,36,2782,5,7.663333743810654,1,1.7667257795110345,83,21,8,0,F M S,Sunderland,5,7.663333743810654,12.30491459555924,4.778484398499131,2014
537,Andy Carroll,14,1032,5,3.693268451839685,1,0.7689819522202015,37,11,2,0,F S,West Ham,5,3.693268451839685,3.288496132940054,0.4689184091985225,2014
731,Dame N&#039;Doye,15,1195,5,5.468191312626004,1,1.079892586916685,42,12,3,0,F S,Hull,5,5.468191312626004,6.64970713481307,1.152376303449273,2014
743,Dwight Gayle,25,1069,5,5.163298174738884,1,0.766508536413312,30,16,1,0,F M S,Crystal Palace,4,4.402129277586937,3.3746634889394045,0.8092568069696426,2014
755,Jamie Vardy,34,2261,5,7.851606417447329,8,5.18264844827354,48,35,5,0,F M S,Leicester,5,7.851606417447329,14.46846075169742,2.142568826675415,2014
839,Shane Long,32,1522,5,4.035826779901981,5,2.735771756619215,37,21,2,0,F M S,Southampton,5,4.035826779901981,9.551560491323473,3.2859599888324738,2014
917,John Terry,38,3420,5,5.21680910885334,0,0.3966271262615919,20,7,2,0,D,Chelsea,5,5.21680910885334,8.54557874891907,8.167878993786871,2014
930,Steven Fletcher,30,1782,5,6.642455920577049,2,2.0515788961201906,37,17,4,0,F M S,Sunderland,5,6.642455920577049,9.389526054263117,2.307069686241448,2014
1524,Stevan Jovetic,17,791,5,3.329761994071305,3,1.8126026093959808,38,15,0,0,F M S,Manchester City,5,3.329761994071305,6.673779793083668,3.645845679566264,2014
1656,George Boyd,36,3035,5,3.4792170291766524,2,3.5598809821531177,49,36,7,0,M S,"Burnley,Hull",5,3.4792170291766524,9.525841981172562,3.811831835657358,2014
1753,David Nugent,29,1685,5,6.229932998307049,2,1.8909174874424932,41,21,3,0,F M S,Leicester,4,4.70759526733309,7.812488311901689,2.336387704126537,2014
4422,Ashley Barnes,35,2435,5,5.690879393368959,2,1.823077050037682,66,30,4,1,F M S,Burnley,5,5.690879393368959,9.151077944785357,3.2729206513613462,2014
4440,Esteban Cambiasso,31,2432,5,2.480083841830492,1,1.938136932440102,29,37,1,0,M S,Leicester,5,2.480083841830492,7.089135630056262,4.195096199400723,2014
483,Daniel Sturridge,12,747,4,4.518866069614887,1,1.51829581707716,39,11,0,0,F S,Liverpool,4,4.518866069614887,7.007463209331036,1.785387766547501,2014
499,Mesut Özil,22,1861,4,3.860026102513075,5,6.6569958999753,29,69,0,0,F M S,Arsenal,4,3.860026102513075,16.416587620973587,9.916828630492091,2014
501,Danny Welbeck,27,1714,4,7.272419456392527,3,2.887719687074423,58,30,3,0,F M S,"Arsenal,Manchester United",4,7.272419456392527,12.937738237902522,4.489677244797349,2014
518,Yannick Bolasie,34,2788,4,4.837671763263643,6,5.125396749004722,69,46,3,0,F M S,Crystal Palace,4,4.837671763263643,11.88829618319869,3.0934827718883757,2014
522,Wilfried Zaha,31,1989,4,4.761631336063147,2,2.1885991133749485,40,14,1,0,F M S,Crystal Palace,4,4.761631336063147,6.59307062253356,2.300881713628769,2014
532,Cheikhou Kouyaté,31,2670,4,3.0627187211066484,2,1.1875265780836344,33,14,5,0,D M S,West Ham,4,3.0627187211066484,6.412815572693944,3.3148058373481035,2014
539,Enner Valencia,32,2119,4,6.480698645114899,3,2.5936690075322986,72,18,2,0,F M S,West Ham,4,6.480698645114899,8.838933130726218,2.8980725412257016,2014
551,Morgan Schneiderlin,26,2183,4,2.391752079129219,1,1.5581415556371212,31,20,5,1,M S,Southampton,4,2.391752079129219,8.423094525933266,7.155299138277769,2014
587,Phil Jagielka,37,3295,4,2.3946315087378025,0,0.0706789940595626,15,2,1,0,D,Everton,4,2.3946315087378025,7.111543036997318,7.00229761749506,2014
628,Chris Smalling,25,1881,4,1.8635459579527376,0,0.391870304942131,17,5,1,1,D S,Manchester United,4,1.8635459579527376,4.172036854550242,4.005902802571654,2014
634,Fraizer Campbell,20,1187,4,4.22113598138094,0,0.4663840346038341,25,8,5,0,F M S,Crystal Palace,4,4.22113598138094,3.951981191523373,0.7666492015123367,2014
682,Branislav Ivanovic,38,3420,4,4.370111751370132,5,5.31574872136116,44,35,10,1,D,Chelsea,4,4.370111751370132,17.022210773080587,11.982984997332096,2014
696,Falcao,26,1278,4,7.156319906935096,4,1.8940745368599887,38,18,2,0,F S,Manchester United,4,7.156319906935096,9.530347373336554,2.6327793607488275,2014
735,Jermain Defoe,17,1468,4,4.020909581333399,0,1.260544329881668,34,13,1,0,F M,Sunderland,4,4.020909581333399,7.368556208908558,2.511991862207651,2014
750,Riyad Mahrez,30,2091,4,4.923194452188909,3,6.056509282439947,63,44,0,0,M S,Leicester,4,4.923194452188909,11.149429438635709,3.296926638111472,2014
767,Jack Colback,35,3130,4,2.8249619929119945,6,2.3404143704101443,27,44,12,0,D M,Newcastle United,4,2.8249619929119945,7.598446445539594,4.668527426198125,2014
772,Moussa Sissoko,34,3037,4,3.9524447536095977,2,4.653360825031996,44,44,7,2,M,Newcastle United,4,3.9524447536095977,12.273813085630536,6.720511130988598,2014
840,Dusan Tadic,31,2072,4,5.62757814489305,7,9.00442223995924,53,68,2,0,F M S,Southampton,3,4.10524046048522,18.353967137634758,7.751162556931376,2014
871,Bojan,16,1236,4,2.5972426552325487,1,1.701795605942607,32,26,2,0,M S,Stoke,3,1.836073806509376,3.76935874670744,1.5529742687940598,2014
929,Adam Johnson,32,2085,4,3.2225706931203604,1,3.918955043889582,25,39,2,0,F M S,Sunderland,3,2.461401855573058,7.580855485983193,4.618605230003595,2014
931,Jordi Gómez,29,1952,4,3.721912106499076,2,1.7920808214694262,31,23,7,0,M S,Sunderland,1,1.4384055938571692,6.745259866118431,4.437606098130345,2014
1008,Brown Ideye,24,1286,4,3.969937544316053,2,1.232260012999177,30,11,2,0,F S,West Bromwich Albion,4,3.969937544316053,4.579364825040102,1.5735353119671345,2014
1253,Edin Dzeko,22,928,4,3.974505268037319,2,1.3088590241968632,43,11,1,0,F S,Manchester City,4,3.974505268037319,6.803935734555125,2.6693633031100035,2014
1698,Abel Hernández,25,1307,4,5.410243159160018,1,0.8517510555684566,52,9,2,0,F S,Hull,3,4.649111097678542,4.14481639675796,0.8264674860984087,2014
4434,Didier Drogba,28,831,4,2.728672436438501,1,1.5343713704496622,30,14,5,0,F S,Chelsea,4,2.728672436438501,5.031835989095271,2.011723157018423,2014
4471,Mohamed Diamé,15,937,4,1.2090785708278418,0,0.1744058113545179,17,3,2,0,M S,"Hull,West Ham",4,1.2090785708278418,2.138137092813849,0.9010879304260015,2014
85,Eduardo Vargas,21,1389,3,3.477744033560157,2,1.8190636951476336,41,15,1,0,F M S,Queens Park Rangers,3,3.477744033560157,6.131222357973456,2.878536893986165,2014
154,André Schürrle,14,428,3,3.249142687767744,0,0.5976690649986267,21,6,2,0,M S,Chelsea,3,3.249142687767744,4.820191135630012,1.4035245031118393,2014
494,Laurent Koscielny,27,2289,3,1.274743553251028,0,0.116488516330719,8,2,4,0,D S,Arsenal,3,1.274743553251028,3.6892644492909312,3.6175646809861055,2014
541,Victor Moses,19,1473,3,4.516806559637189,3,2.320560065098107,41,32,3,0,F M,Stoke,2,3.755637699738145,6.2295324224978685,1.9420535452663896,2014
585,Seamus Coleman,35,3062,3,2.0100420601665974,2,2.727002407424152,19,34,5,0,D M S,Everton,3,2.0100420601665974,8.555337810888886,5.938952649012208,2014
596,Tom Cleverley,32,2633,3,1.7877938449382782,0,1.3489697314798832,24,27,7,0,F M,"Aston Villa,Manchester United",3,1.7877938449382782,5.81716294772923,4.157936003059149,2014
614,Fernandinho,33,2283,3,2.4068920481950045,3,2.695050650276244,24,30,7,0,M S,Manchester City,3,2.4068920481950045,13.146952655166388,9.671797586604953,2014
641,Danny Rose,28,2386,3,1.6703250305727124,4,2.9121242901310325,24,27,7,0,D S,Tottenham,3,1.6703250305727124,10.74425258114934,7.363565810024738,2014
686,Cesc Fàbregas,34,2895,3,3.2493747798725963,18,10.149339951574802,43,95,11,1,M S,Chelsea,3,3.2493747798725963,23.01318160444498,16.971001962199807,2014
712,Jack Cork,27,1795,3,3.13075337279588,0,0.7083077467978001,8,12,1,0,M S,"Southampton,Swansea",3,3.13075337279588,8.94570867344737,7.323186716064811,2014
719,Wayne Routledge,29,2327,3,3.858188288286328,1,2.31121738627553,31,28,1,1,F M S,Swansea,3,3.858188288286328,8.535147248767316,3.1210980340838432,2014
733,Jack Rodwell,23,1483,3,2.482021426782012,0,0.2751683965325355,30,4,5,0,M S,Sunderland,3,2.482021426782012,5.963927052915096,4.823791150934994,2014
740,Sebastian Larsson,36,3079,3,2.721916640177369,3,3.486307787708938,45,58,10,0,M,Sunderland,3,2.721916640177369,8.626350525766611,5.843437802046537,2014
757,Jeffrey Schlupp,32,2557,3,2.299106224440038,2,1.5454933568835258,40,23,4,0,D M S,Leicester,3,2.299106224440038,7.155159743502736,3.824514277279377,2014
769,Jonjo Shelvey,31,2471,3,4.547879750840366,5,2.943916641175747,62,30,8,1,M S,Swansea,2,3.786710913293064,11.989973668009045,7.097531778737903,2014
783,Nathan Dyer,32,1879,3,2.0165312504395843,2,2.235175338573754,17,22,2,0,F M S,Swansea,3,2.0165312504395843,8.583797143772244,5.942771966569126,2014
812,Craig Gardner,35,2697,3,3.3401153879240155,4,3.343790824059397,56,35,10,0,M S,West Bromwich Albion,3,3.3401153879240155,8.155048488639295,4.230649571865797,2014
818,Victor Anichebe,21,1019,3,1.8499112874269483,1,1.331589601933956,25,18,0,0,F S,West Bromwich Albion,3,1.8499112874269483,3.206710208207369,1.0943199768662453,2014
836,Victor Wanyama,32,2367,3,1.723528876900673,1,0.9338348228484392,28,16,10,0,M S,Southampton,3,1.723528876900673,7.770369669422507,5.478044670075178,2014
1737,Matt Phillips,25,1827,3,3.0864787427708507,8,3.0363355800509453,42,34,1,0,F M S,Queens Park Rangers,3,3.0864787427708507,5.406232819892466,1.1094430778175592,2014
2413,Steven N&#039;Zonzi,38,3381,3,2.544648644514382,1,1.787154513411224,47,34,2,0,M,Stoke,3,2.544648644514382,9.022655447013676,6.257574141956866,2014
3364,Morgan Amalfitano,24,1174,3,2.6237589800730348,1,0.9993906710296868,19,10,3,0,F M S,West Ham,3,2.6237589800730348,5.83771906234324,3.0567575208842754,2014
3553,Ángel Di María,27,1642,3,2.9319101637229323,10,7.295103868469596,61,52,1,0,F M S,Manchester United,3,2.9319101637229323,8.838051529601216,3.154285555705428,2014
3814,Samuel Eto&#039;o,14,765,3,2.36550603993237,1,1.0087512554600837,28,11,1,0,F M S,Everton,3,2.36550603993237,4.095035215839744,2.012271219864488,2014
4396,Bobby Zamora,31,1779,3,2.987050441559404,4,6.012668497860432,29,50,4,0,F S,Queens Park Rangers,3,2.987050441559404,9.424549298360944,3.24147738981992,2014
4427,Andreas Weimann,31,1782,3,2.7154510598629717,2,1.1188792865723372,33,20,5,0,F M S,Aston Villa,3,2.7154510598629717,4.3667837008833885,0.959268843755126,2014
492,Héctor Bellerín,20,1564,2,0.2796935830265283,1,1.7710436806082726,5,12,5,0,D S,Arsenal,2,0.2796935830265283,6.440684627741575,5.210577918216586,2014
512,Scott Dann,34,2926,2,1.2500938000157475,3,3.0851117242127657,19,13,6,0,D,Crystal Palace,2,1.2500938000157475,3.481816951185465,2.950543016195297,2014
517,Joe Ledley,32,2581,2,1.6935912165790796,0,1.501201981678605,13,21,0,0,D M S,Crystal Palace,2,1.6935912165790796,3.830855121836066,2.5305049270391464,2014
521,Emmanuel Adebayor,13,811,2,2.904070284217596,1,1.3501763045787811,19,12,1,0,F S,Tottenham,2,2.904070284217596,5.354458764195442,1.697083057835698,2014
533,Mark Noble,28,2321,2,2.4249146431684494,3,3.095323782414198,21,45,4,0,M S,West Ham,1,0.9025769531726836,8.767043115571141,7.170457301661372,2014
534,Aaron Cresswell,38,3420,2,1.2426324114203453,4,4.838662924245,19,35,5,0,D,West Ham,2,1.2426324114203453,9.588578367605804,6.953860400244594,2014
548,Daley Blind,25,2174,2,0.9981924649327992,2,1.4453515401110053,28,17,4,0,D M,Manchester United,2,0.9981924649327992,9.220815569162369,7.474333016201854,2014
588,Leighton Baines,31,2775,2,2.9738168697804213,9,6.347046164795756,22,70,4,0,D M,Everton,0,0.6903103794902563,9.676735237240791,6.834206357598305,2014
589,James McCarthy,28,2416,2,1.4063433026894927,1,1.0400393884629011,19,16,7,0,M S,Everton,2,1.4063433026894927,8.401337254792452,6.607742246240377,2014
592,Ross Barkley,29,1967,2,3.76016119774431,2,2.569686012342572,51,33,1,0,F M S,Everton,2,2.998992360197008,8.09089026413858,4.672089371830225,2014
593,Aaron Lennon,23,1345,2,1.219703622162342,2,2.710263842716813,9,24,3,0,F M S,"Everton,Tottenham",2,1.219703622162342,5.866381855681539,2.6042762733995914,2014
603,Nathaniel Clyne,35,3148,2,0.9358649058267474,0,2.0856680162251,19,22,4,0,D M,Southampton,2,0.9358649058267474,8.067472023889422,5.568604273721576,2014
608,Alberto Moreno,28,2273,2,1.935569200664759,0,1.6584648517891765,18,34,6,0,D M S,Liverpool,2,1.935569200664759,6.778576390817761,3.9634487330913535,2014
615,Fernando,25,1886,2,1.681158198043704,2,1.5776128359138966,10,13,6,0,M S,Manchester City,2,1.681158198043704,11.18131696805358,9.973449733108282,2014
621,Aleksandar Kolarov,21,1483,2,1.06229408364743,3,1.7350505460053682,27,23,4,0,D S,Manchester City,2,1.06229408364743,6.375884652137756,5.42341589089483,2014
631,Ashley Young,26,2076,2,2.507619198411703,5,4.116282467730343,29,34,5,0,D M S,Manchester United,2,2.507619198411703,7.867700770497322,3.891769116744399,2014
633,James McArthur,32,2623,2,2.069862629286945,0,1.7737971246242523,33,28,6,0,M S,Crystal Palace,2,2.069862629286945,6.689042314887047,3.589022320695221,2014
643,Eric Dier,28,2288,2,1.4194439481943846,2,1.4741118848323822,12,14,4,0,D S,Tottenham,2,1.4194439481943846,8.794128599576652,7.489944479428232,2014
644,Erik Lamela,33,2297,2,2.452041396871209,7,6.099331357516348,38,60,6,0,M S,Tottenham,2,2.452041396871209,11.233154013752936,7.29339493624866,2014
700,Willian,36,2439,2,4.2270332388579845,3,5.783545650541782,55,49,3,0,M S,Chelsea,2,4.2270332388579845,17.24670585989952,9.933883491903543,2014
748,Wes Morgan,37,3293,2,2.281810495071113,2,0.9166034068912268,25,6,1,1,D,Leicester,2,2.281810495071113,2.8684940934181213,2.1298985704779625,2014
753,Marc Albrighton,18,1011,2,1.3866995386779308,3,3.893735403195024,14,31,3,0,D M S,Leicester,2,1.3866995386779308,6.1032954165712,3.256589272990823,2014
775,Andros Townsend,17,767,2,1.7839630860835314,2,0.951786994934082,16,13,2,0,M S,Tottenham,1,1.0227942485362291,2.9315969981253147,1.841178448870778,2014
784,Andy King,24,1366,2,2.062912994995713,0,0.1290820445865392,14,5,1,0,M S,Leicester,2,2.062912994995713,4.1143228728324175,2.8485569655895238,2014
804,Craig Dawson,29,2593,2,1.7655174881219864,0,0.3051364682614803,16,5,6,0,D,West Bromwich Albion,2,1.7655174881219864,3.116907238960266,2.870568037033081,2014
816,Rickie Lambert,25,798,2,1.8370396420359607,2,0.8429341707378626,19,11,2,0,F S,Liverpool,2,1.8370396420359607,4.115941544994712,1.7272389838472009,2014
819,James Chester,23,1878,2,0.6936230873689055,0,0.1987740322947502,9,5,5,1,D M,Hull,2,0.6936230873689055,2.350152187049389,2.1908212825655937,2014
835,Ryan Bertrand,34,3057,2,0.9820245895534754,2,3.735289981588721,14,26,3,1,D M,Southampton,2,0.9820245895534754,11.75373169593513,8.784687332808971,2014
877,Samir Nasri,24,1596,2,2.478832272812724,6,4.465052543208003,34,52,5,0,M S,Manchester City,2,2.478832272812724,12.835824765264988,8.548642644658685,2014
886,Ryan Shawcross,32,2831,2,2.2761021964251995,1,1.250530906021595,19,14,7,0,D,Stoke,2,2.2761021964251995,3.206403042189777,2.366593267768621,2014
891,Leon Osman,21,1262,2,2.71707103215158,2,1.5407476089894772,28,16,0,0,M S,Everton,2,2.71707103215158,6.00938605889678,3.7278637010604143,2014
904,Chris Brunt,34,2901,2,2.0603711744770408,10,5.3615052960813046,33,50,5,0,D F M S,West Bromwich Albion,2,2.0603711744770408,6.671323455870152,4.853268548846245,2014
905,Marouane Chamakh,18,1163,2,2.013119178358465,0,0.683624979108572,11,18,4,0,F M S,Crystal Palace,2,2.013119178358465,2.5799614135175943,1.0949442461133003,2014
916,Yoan Gouffran,31,1991,2,1.5459726601839066,1,1.589275517500937,24,19,3,0,F M S,Newcastle United,2,1.5459726601839066,4.416469539515674,2.5501325223594904,2014
933,Brede Hangeland,14,1175,2,0.9855326786637306,1,0.550883948802948,4,4,2,0,D S,Crystal Palace,2,0.9855326786637306,0.9159351866692304,0.8688823711127043,2014
936,Ramires,23,1089,2,1.8734566122293472,4,2.080059310421348,17,10,4,0,M S,Chelsea,2,1.8734566122293472,7.35064216889441,3.957371363416314,2014
939,Mauro Zárate,11,481,2,0.7167845498770475,1,0.4284250438213348,17,7,2,0,M S,"Queens Park Rangers,West Ham",2,0.7167845498770475,1.2175905350595713,0.5611164029687643,2014
956,Andrej Kramaric,13,569,2,2.063564505428076,0,0.6953198164701462,23,6,0,0,F S,Leicester,2,2.063564505428076,2.527539687231183,0.4108100663870573,2014
990,James Morrison,33,2567,2,1.7436694828793406,1,3.099484246224165,30,37,3,0,M S,West Bromwich Albion,2,1.7436694828793406,8.344453550875187,6.145425917580724,2014
1036,Jack Wilshere,14,739,2,2.4192265793681145,1,1.4338911147788167,18,16,4,0,M S,Arsenal,2,2.4192265793681145,7.234430808573961,4.517602872103453,2014
1654,Ben Mee,33,2889,2,1.930388872511685,1,0.867081786505878,20,17,10,0,D S,Burnley,2,1.930388872511685,4.240652431733906,3.4609045814722776,2014
1659,Scott Arfield,37,3210,2,3.1654513459652662,1,2.056791665032506,44,28,6,0,M S,Burnley,2,2.4042824786156416,8.505875396542251,5.223955657333136,2014
1685,Ahmed Elmohamady,38,3420,2,1.9130459604784849,5,4.916644680313766,16,64,4,0,D M,Hull,2,1.9130459604784849,9.793044926598668,4.934709951281548,2014
4367,Eljero Elia,16,798,2,0.7518643457442522,0,0.7144421879202127,15,11,2,0,F M S,Southampton,2,0.7518643457442522,1.7446698285639286,0.8644382171332836,2014
